"Time","Species"
2242980,"Starling"
2243580,"Chaffinch"
2243640,"Blackbird"
2243700,"Finch"
2244060,"Blackbird"
2244600,"Finch"
2244900,"Blackbird"
2244960,"Blackbird"
2245080,"Starling"
2245110,"Collared Dove"
2245140,"Magpie"
2245350,"Magpie"
2245650,"Chaffinch"
2245680,"Magpie"
2245710,"Finch"
2245800,"Starling"
2245860,"Magpie"
2245980,"Finch"
2246070,"Finch"
2246190,"Starling"
2246370,"Magpie"
2246490,"Magpie"
2246820,"Chaffinch"
2247240,"Magpie"
2247600,"Finch"
2248290,"Blackbird"
2248440,"Chaffinch"
2249280,"Starling"
2249400,"Blackbird"
2249430,"Collared Dove"
2249520,"Magpie"
2249940,"Chaffinch"
2250120,"Chaffinch"
2250390,"Finch"
2250600,"Blackbird"
2251110,"Chaffinch"
2252250,"Chaffinch"
2252310,"Magpie"
2252520,"Blackbird"
2253030,"Blackbird"
2253780,"Collared Dove"
2253810,"Finch"
2254380,"Blackbird"
2254440,"Chaffinch"
2254500,"Chaffinch"
2254830,"Magpie"
2254950,"Chaffinch"
2255040,"Magpie"
2255070,"Chaffinch"
2255250,"Chaffinch"
2255280,"Collared Dove"
2255430,"Finch"
2255520,"Blackbird"
2255760,"Chaffinch"
2256000,"Starling"
2256210,"Blackbird"
2256390,"Magpie"
2256390,"Collared Dove"
2256510,"Starling"
2256930,"Magpie"
2257020,"Magpie"
2257200,"Blackbird"
2257290,"Finch"
2257620,"Magpie"
2257950,"Chaffinch"
2258040,"Blackbird"
2258190,"Magpie"
2258280,"Magpie"
2258520,"Chaffinch"
2258580,"Chaffinch"
2259120,"Finch"
2259780,"Collared Dove"
2260020,"Finch"
2260080,"Starling"
2260170,"Magpie"
2260500,"Finch"
2260770,"Chaffinch"
2260860,"Collared Dove"
2260950,"Magpie"
2260950,"Collared Dove"
2260950,"Collared Dove"
2261040,"Finch"
2261250,"Finch"
2261310,"Blackbird"
2261370,"Blackbird"
2261970,"Starling"
2262210,"Magpie"
2262660,"Starling"
2262720,"Starling"
2262780,"Blackbird"
2262810,"Finch"
2262840,"Collared Dove"
2263230,"Finch"
2263620,"Collared Dove"
2263890,"Collared Dove"
2263950,"Magpie"
2264040,"Blackbird"
2264070,"Blackbird"
2264100,"Starling"
2264130,"Collared Dove"
2264250,"Blackbird"
2264460,"Blackbird"
2264760,"Chaffinch"
2264880,"Starling"
2265240,"Finch"
2265390,"Starling"
2265420,"Chaffinch"
2265450,"Finch"
2265450,"Collared Dove"
2265840,"Collared Dove"
2265870,"Collared Dove"
2265900,"Collared Dove"
2265990,"Magpie"
2266050,"Collared Dove"
2266080,"Magpie"
2266080,"Starling"
2266290,"Chaffinch"
2266410,"Magpie"
2266950,"Blackbird"
2267130,"Blackbird"
2267610,"Starling"
2267760,"Starling"
2267910,"Blackbird"
2268330,"Magpie"
2268420,"Chaffinch"
2268480,"Collared Dove"
2268570,"Finch"
2268750,"Chaffinch"
2268780,"Starling"
2268840,"Chaffinch"
2269200,"Blackbird"
2269350,"Starling"
2269530,"Chaffinch"
2269710,"Collared Dove"
2269920,"Blackbird"
2270010,"Finch"
2270610,"Magpie"
2270940,"Starling"
2271030,"Collared Dove"
2271090,"Chaffinch"
2271390,"Blackbird"
2271570,"Finch"
2272170,"Blackbird"
2272170,"Collared Dove"
2272530,"Collared Dove"
2272860,"Chaffinch"
2273250,"Collared Dove"
2273310,"Collared Dove"
2273820,"Finch"
2273970,"Chaffinch"
2274000,"Finch"
2274030,"Collared Dove"
2274180,"Blackbird"
2274270,"Magpie"
2274600,"Chaffinch"
2274600,"Starling"
2275020,"Chaffinch"
2275830,"Chaffinch"
2276160,"Magpie"
2276190,"Collared Dove"
2276370,"Magpie"
2276490,"Chaffinch"
2276580,"Finch"
2276700,"Blackbird"
2277600,"Finch"
2278140,"Collared Dove"
2278410,"Collared Dove"
2278470,"Starling"
2278560,"Blackbird"
2278770,"Starling"
2278890,"Blackbird"
2279430,"Chaffinch"
2279430,"Starling"
2279550,"Starling"
2279670,"Chaffinch"
2279730,"Chaffinch"
2280120,"Chaffinch"
2280150,"Blackbird"
2280180,"Starling"
2280300,"Magpie"
2280360,"Chaffinch"
2280420,"Blackbird"
2280480,"Starling"
2280840,"Finch"
2281230,"Finch"
2281260,"Collared Dove"
2281320,"Collared Dove"
2281380,"Collared Dove"
2281380,"Collared Dove"
2281410,"Starling"
2281470,"Blackbird"
2281560,"Magpie"
2281650,"Blackbird"
2281860,"Collared Dove"
2281890,"Starling"
2282040,"Finch"
2282040,"Magpie"
2282220,"Magpie"
2282250,"Finch"
2283210,"Collared Dove"
2283540,"Collared Dove"
2283630,"Starling"
2283630,"Magpie"
2283720,"Blackbird"
2283750,"Collared Dove"
2283750,"Starling"
2283870,"Blackbird"
2283870,"Blackbird"
2284140,"Finch"
2284260,"Blackbird"
2284440,"Finch"
2284830,"Starling"
2285460,"Collared Dove"
2285970,"Finch"
2286300,"Starling"
2286390,"Chaffinch"
2286600,"Finch"
2286690,"Starling"
2286990,"Chaffinch"
2287230,"Magpie"
2287350,"Blackbird"
2287530,"Starling"
2287650,"Chaffinch"
2287740,"Collared Dove"
2288040,"Starling"
2288550,"Magpie"
2288910,"Magpie"
2289750,"Collared Dove"
2289960,"Chaffinch"
2290080,"Finch"
2290170,"Blackbird"
2290290,"Finch"
2290500,"Blackbird"
2290650,"Magpie"
2290800,"Blackbird"
2291010,"Blackbird"
2291280,"Finch"
2291460,"Starling"
2291550,"Chaffinch"
2291730,"Blackbird"
2291760,"Blackbird"
2291820,"Finch"
2291970,"Chaffinch"
2292000,"Blackbird"
2292090,"Chaffinch"
2292240,"Blackbird"
2292270,"Blackbird"
2292360,"Magpie"
2292360,"Chaffinch"
2292450,"Finch"
2292450,"Chaffinch"
2292480,"Blackbird"
2292480,"Chaffinch"
2292690,"Magpie"
2292900,"Chaffinch"
2293290,"Starling"
2293440,"Chaffinch"
2293740,"Chaffinch"
2293950,"Starling"
2294040,"Chaffinch"
2294340,"Chaffinch"
2294430,"Blackbird"
2294490,"Collared Dove"
2294670,"Blackbird"
2294820,"Collared Dove"
2294940,"Finch"
2295030,"Blackbird"
2295030,"Chaffinch"
2295090,"Collared Dove"
2295660,"Magpie"
2296170,"Magpie"
2296380,"Magpie"
2296680,"Chaffinch"
2296680,"Finch"
2296860,"Blackbird"
2296950,"Collared Dove"
2296950,"Collared Dove"
2297010,"Chaffinch"
2297160,"Finch"
2297280,"Finch"
2297670,"Finch"
2298240,"Finch"
2298270,"Magpie"
2298390,"Collared Dove"
2298540,"Blackbird"
2298540,"Blackbird"
2298540,"Finch"
2298690,"Blackbird"
2298870,"Starling"
2298900,"Finch"
2299200,"Chaffinch"
2299260,"Starling"
2300040,"Collared Dove"
2300460,"Magpie"
2300580,"Blackbird"
2301120,"Finch"
2301240,"Chaffinch"
2301270,"Magpie"
2301690,"Finch"
2302200,"Chaffinch"
2302290,"Collared Dove"
2302290,"Finch"
2302380,"Collared Dove"
2303100,"Magpie"
2303730,"Blackbird"
2303940,"Magpie"
2304180,"Chaffinch"
2304330,"Blackbird"
2304840,"Blackbird"
2305200,"Blackbird"
2305380,"Starling"
2305590,"Collared Dove"
2305890,"Blackbird"
2306040,"Chaffinch"
2306220,"Starling"
2306760,"Finch"
2307000,"Chaffinch"
2307180,"Magpie"
2307300,"Chaffinch"
2307630,"Magpie"
2307900,"Chaffinch"
2308320,"Finch"
2308740,"Magpie"
2308770,"Collared Dove"
2308890,"Blackbird"
2309010,"Collared Dove"
2309460,"Blackbird"
2310060,"Magpie"
2310240,"Magpie"
2310420,"Blackbird"
2310480,"Finch"
2310810,"Collared Dove"
2311020,"Magpie"
2311020,"Chaffinch"
2311230,"Chaffinch"
2311260,"Chaffinch"
2311380,"Magpie"
2311620,"Blackbird"
2312010,"Blackbird"
2312310,"Magpie"
2312640,"Finch"
2312670,"Finch"
2312730,"Finch"
2312880,"Chaffinch"
2313060,"Starling"
2313210,"Blackbird"
2313270,"Blackbird"
2313450,"Starling"
2313600,"Magpie"
2313630,"Magpie"
2313720,"Magpie"
2313900,"Blackbird"
2314320,"Magpie"
2314320,"Magpie"
2314320,"Magpie"
2314350,"Collared Dove"
2314560,"Chaffinch"
2314680,"Collared Dove"
2314800,"Blackbird"
2314860,"Blackbird"
2314920,"Starling"
2315190,"Collared Dove"
2315820,"Finch"
2315850,"Chaffinch"
2315940,"Collared Dove"
2315970,"Blackbird"
2316450,"Collared Dove"
2316480,"Chaffinch"
2316690,"Blackbird"
2316810,"Blackbird"
2316900,"Collared Dove"
2316960,"Starling"
2316990,"Starling"
2317470,"Blackbird"
2318040,"Finch"
2318040,"Chaffinch"
2318070,"Starling"
2318250,"Finch"
2318250,"Blackbird"
2318700,"Collared Dove"
2318970,"Finch"
2319060,"Magpie"
2319270,"Blackbird"
2319510,"Starling"
2319570,"Finch"
2319600,"Chaffinch"
2319630,"Finch"
2319750,"Finch"
2320020,"Blackbird"
2320230,"Starling"
2320590,"Collared Dove"
2320710,"Starling"
2320830,"Finch"
2321040,"Finch"
2321190,"Magpie"
2321370,"Blackbird"
2321400,"Magpie"
2321400,"Collared Dove"
2321670,"Collared Dove"
2321790,"Blackbird"
2321880,"Finch"
2322150,"Starling"
2322240,"Chaffinch"
2322360,"Starling"
2322540,"Starling"
2322630,"Finch"
2322690,"Chaffinch"
2322810,"Finch"
2323020,"Chaffinch"
2323110,"Blackbird"
2323380,"Magpie"
2323590,"Magpie"
2324010,"Chaffinch"
2324250,"Collared Dove"
2324730,"Finch"
2324820,"Finch"
2324940,"Finch"
2325000,"Finch"
2325180,"Starling"
2325360,"Collared Dove"
2325480,"Collared Dove"
2325690,"Starling"
2325930,"Chaffinch"
2326170,"Finch"
2326230,"Starling"
2326650,"Blackbird"
2326740,"Magpie"
2326950,"Chaffinch"
2327850,"Starling"
2327850,"Chaffinch"
2328150,"Starling"
2328270,"Finch"
2328480,"Finch"
2328780,"Chaffinch"
2328930,"Finch"
2329170,"Collared Dove"
2329260,"Starling"
2329680,"Starling"
2330070,"Starling"
2330130,"Blackbird"
2330220,"Starling"
2330280,"Blackbird"
2330610,"Finch"
2331090,"Finch"
2331180,"Magpie"
2331330,"Finch"
2331450,"Chaffinch"
2331570,"Magpie"
2331870,"Blackbird"
2332260,"Blackbird"
2332350,"Chaffinch"
2332500,"Magpie"
2332740,"Chaffinch"
2333010,"Collared Dove"
2333130,"Collared Dove"
2333250,"Chaffinch"
2333310,"Chaffinch"
2333460,"Collared Dove"
2333790,"Starling"
2333820,"Magpie"
2334270,"Finch"
2334600,"Finch"
2334690,"Collared Dove"
2334720,"Chaffinch"
2334870,"Chaffinch"
2334900,"Finch"
2335470,"Starling"
2335650,"Magpie"
2336580,"Collared Dove"
2336700,"Magpie"
2336820,"Chaffinch"
2336850,"Magpie"
2337090,"Chaffinch"
2337270,"Collared Dove"
2337270,"Chaffinch"
2337300,"Collared Dove"
2337360,"Magpie"
2337390,"Finch"
2337600,"Chaffinch"
2337630,"Finch"
2337720,"Blackbird"
2337810,"Starling"
2337930,"Finch"
2338140,"Blackbird"
2338200,"Chaffinch"
2338230,"Collared Dove"
2338320,"Collared Dove"
2338320,"Finch"
2339040,"Magpie"
2339370,"Finch"
2339670,"Starling"
2339700,"Starling"
2339880,"Collared Dove"
2339970,"Starling"
2340030,"Finch"
2340210,"Starling"
2340330,"Finch"
2340750,"Starling"
2340810,"Blackbird"
2340930,"Finch"
2341170,"Starling"
2341260,"Finch"
2341260,"Collared Dove"
2341440,"Finch"
2341920,"Finch"
2342250,"Starling"
2342310,"Chaffinch"
2342400,"Blackbird"
2343060,"Finch"
2343240,"Magpie"
2343390,"Finch"
2343420,"Starling"
2343570,"Finch"
2343840,"Magpie"
2343960,"Starling"
2344110,"Magpie"
2344230,"Blackbird"
2344560,"Blackbird"
2344650,"Starling"
2345010,"Magpie"
2345100,"Blackbird"
2345850,"Blackbird"
2346000,"Finch"
2346090,"Magpie"
2346630,"Chaffinch"
2346750,"Finch"
2346750,"Finch"
2346930,"Starling"
2346960,"Magpie"
2347290,"Magpie"
2347590,"Starling"
2348130,"Chaffinch"
2348250,"Collared Dove"
2348790,"Blackbird"
2348940,"Finch"
2349030,"Magpie"
2349240,"Finch"
2349690,"Chaffinch"
2349930,"Chaffinch"
2350020,"Magpie"
2350020,"Chaffinch"
2350230,"Magpie"
2350380,"Finch"
2350530,"Blackbird"
2350740,"Chaffinch"
2350770,"Blackbird"
2351040,"Starling"
2351100,"Blackbird"
2351250,"Finch"
2351400,"Collared Dove"
2351520,"Starling"
2351880,"Chaffinch"
2351910,"Chaffinch"
2351970,"Magpie"
2352180,"Chaffinch"
2352360,"Collared Dove"
2352420,"Finch"
2352600,"Starling"
2352720,"Chaffinch"
2352840,"Chaffinch"
2352900,"Chaffinch"
2353020,"Magpie"
2353080,"Starling"
2353200,"Starling"
2353320,"Chaffinch"
2353500,"Magpie"
2353890,"Finch"
2354340,"Collared Dove"
2354670,"Collared Dove"
2354670,"Chaffinch"
2355150,"Chaffinch"
2355180,"Starling"
2355360,"Starling"
2355420,"Collared Dove"
2355660,"Magpie"
2355780,"Chaffinch"
2355840,"Starling"
2355990,"Starling"
2356260,"Magpie"
2356260,"Magpie"
2356260,"Collared Dove"
2356320,"Finch"
2356440,"Starling"
2356980,"Blackbird"
2357070,"Collared Dove"
2357220,"Starling"
2358030,"Chaffinch"
2358180,"Collared Dove"
2358240,"Collared Dove"
2358270,"Blackbird"
2358810,"Collared Dove"
2359020,"Finch"
2359380,"Magpie"
2359470,"Magpie"
2359560,"Finch"
2359650,"Starling"
2360280,"Finch"
2360310,"Starling"
2360520,"Finch"
2360580,"Starling"
2360700,"Blackbird"
2360790,"Blackbird"
2361120,"Collared Dove"
2361540,"Collared Dove"
2361570,"Finch"
2361900,"Magpie"
2362530,"Blackbird"
2362890,"Magpie"
2362980,"Starling"
2363370,"Chaffinch"
2363430,"Blackbird"
2363760,"Chaffinch"
2363880,"Chaffinch"
2364330,"Starling"
2364450,"Magpie"
2364510,"Chaffinch"
2364570,"Blackbird"
2365110,"Finch"
2365170,"Finch"
2365650,"Chaffinch"
2365860,"Blackbird"
2366010,"Chaffinch"
2366220,"Blackbird"
2366310,"Chaffinch"
2366580,"Chaffinch"
2367000,"Magpie"
2367300,"Finch"
2367510,"Finch"
2367600,"Magpie"
2367660,"Blackbird"
2367750,"Finch"
2367780,"Collared Dove"
2368020,"Finch"
2368230,"Finch"
2368380,"Starling"
2368680,"Magpie"
2368680,"Blackbird"
2369010,"Magpie"
2369280,"Starling"
2369370,"Finch"
2369430,"Magpie"
2369490,"Magpie"
2369550,"Chaffinch"
2369790,"Blackbird"
2370180,"Blackbird"
2370480,"Blackbird"
2370630,"Magpie"
2370690,"Finch"
2370810,"Finch"
2371320,"Chaffinch"
2371380,"Blackbird"
2371980,"Magpie"
2372220,"Starling"
2372430,"Collared Dove"
2372490,"Blackbird"
2372520,"Finch"
2372580,"Chaffinch"
2372610,"Blackbird"
2372700,"Chaffinch"
2372940,"Starling"
2373150,"Collared Dove"
2373300,"Collared Dove"
2373660,"Blackbird"
2373780,"Chaffinch"
2373810,"Collared Dove"
2373810,"Starling"
2374170,"Finch"
2374200,"Collared Dove"
2374530,"Finch"
2374890,"Finch"
2375040,"Starling"
2375460,"Collared Dove"
2375550,"Finch"
2375550,"Magpie"
2376150,"Chaffinch"
2376420,"Starling"
2376600,"Collared Dove"
2376780,"Magpie"
2376840,"Magpie"
2376870,"Blackbird"
2377170,"Blackbird"
2377290,"Blackbird"
2377320,"Magpie"
2377500,"Blackbird"
2377560,"Finch"
2377980,"Starling"
2378040,"Collared Dove"
2378130,"Starling"
2378310,"Blackbird"
2379000,"Magpie"
2379030,"Finch"
2379480,"Collared Dove"
2379720,"Magpie"
2379810,"Chaffinch"
2380140,"Starling"
2380350,"Collared Dove"
2380440,"Blackbird"
2380560,"Finch"
2380770,"Starling"
2381280,"Collared Dove"
2381310,"Finch"
2381490,"Blackbird"
2381550,"Starling"
2381610,"Chaffinch"
2381640,"Finch"
2381730,"Magpie"
2381910,"Magpie"
2382000,"Collared Dove"
2382060,"Blackbird"
2382090,"Chaffinch"
2382330,"Blackbird"
2383230,"Chaffinch"
2383380,"Finch"
2383470,"Blackbird"
2383740,"Blackbird"
2383830,"Collared Dove"
2383830,"Collared Dove"
2384190,"Finch"
2384190,"Blackbird"
2384490,"Magpie"
2384550,"Starling"
2384760,"Starling"
2384820,"Finch"
2384880,"Chaffinch"
2384970,"Blackbird"
2385570,"Chaffinch"
2386020,"Chaffinch"
2386110,"Starling"
2386500,"Collared Dove"
2386740,"Magpie"
2386830,"Finch"
2386920,"Collared Dove"
2387100,"Blackbird"
2387460,"Collared Dove"
2387670,"Starling"
2388150,"Finch"
2388780,"Blackbird"
2388840,"Starling"
2389170,"Chaffinch"
2389200,"Chaffinch"
2389200,"Chaffinch"
2389950,"Magpie"
2390100,"Starling"
2390160,"Starling"
2390520,"Starling"
2390670,"Chaffinch"
2390760,"Starling"
2390790,"Finch"
2391240,"Collared Dove"
2391420,"Collared Dove"
2392170,"Chaffinch"
2392470,"Blackbird"
2392830,"Magpie"
2392980,"Magpie"
2392980,"Chaffinch"
2393190,"Blackbird"
2393610,"Collared Dove"
2393700,"Starling"
2393820,"Blackbird"
2393850,"Chaffinch"
2394060,"Starling"
2394210,"Chaffinch"
2394300,"Collared Dove"
2394570,"Magpie"
2394810,"Starling"
2394810,"Finch"
2394990,"Blackbird"
2395200,"Magpie"
2395500,"Starling"
2395680,"Starling"
2395710,"Collared Dove"
2395740,"Blackbird"
2395860,"Magpie"
2395860,"Collared Dove"
2396220,"Magpie"
2396550,"Chaffinch"
2396640,"Blackbird"
2396910,"Finch"
2397360,"Magpie"
2397420,"Collared Dove"
2397540,"Collared Dove"
2398050,"Collared Dove"
2398350,"Finch"
2398650,"Finch"
2398680,"Collared Dove"
2398800,"Chaffinch"
2398830,"Blackbird"
2398860,"Chaffinch"
2398980,"Finch"
2399040,"Finch"
2399460,"Finch"
2399490,"Chaffinch"
2399580,"Finch"
2400300,"Chaffinch"
2400450,"Magpie"
2400600,"Blackbird"
2400870,"Collared Dove"
2401740,"Finch"
2401800,"Chaffinch"
2401920,"Magpie"
2401980,"Starling"
2402280,"Magpie"
2402520,"Collared Dove"
2402610,"Magpie"
2403120,"Magpie"
2403240,"Starling"
2403300,"Magpie"
2403360,"Starling"
2403690,"Finch"
2403840,"Finch"
2404080,"Collared Dove"
2404440,"Starling"
2404680,"Finch"
2404860,"Finch"
2405040,"Blackbird"
2405220,"Chaffinch"
2405370,"Blackbird"
2405850,"Collared Dove"
2406060,"Blackbird"
2406120,"Starling"
2406390,"Blackbird"
2406390,"Magpie"
2406420,"Starling"
2406600,"Chaffinch"
2406660,"Finch"
2407020,"Starling"
2407230,"Starling"
2407230,"Chaffinch"
2407350,"Collared Dove"
2407410,"Collared Dove"
2407500,"Finch"
2407530,"Chaffinch"
2407860,"Finch"
2408160,"Starling"
2409330,"Chaffinch"
2409510,"Finch"
2409720,"Collared Dove"
2409840,"Magpie"
2409990,"Chaffinch"
2410080,"Chaffinch"
2410410,"Magpie"
2410500,"Blackbird"
2410500,"Finch"
2410680,"Blackbird"
2410920,"Blackbird"
2411670,"Magpie"
2412330,"Collared Dove"
2412840,"Collared Dove"
2412870,"Blackbird"
2412930,"Chaffinch"
2412960,"Starling"
2412990,"Chaffinch"
2413140,"Collared Dove"
2413170,"Starling"
2413200,"Collared Dove"
2413440,"Collared Dove"
2413530,"Blackbird"
2413620,"Blackbird"
2413710,"Blackbird"
2414100,"Blackbird"
2414250,"Collared Dove"
2414310,"Chaffinch"
2414430,"Finch"
2414460,"Blackbird"
2414490,"Magpie"
2415060,"Starling"
2415210,"Starling"
2415420,"Magpie"
2415600,"Chaffinch"
2415630,"Magpie"
2415660,"Magpie"
2415720,"Magpie"
2415780,"Blackbird"
2415840,"Starling"
2415930,"Collared Dove"
2416170,"Chaffinch"
2416440,"Magpie"
2416980,"Collared Dove"
2417400,"Chaffinch"
2417430,"Magpie"
2417490,"Magpie"
2418030,"Collared Dove"
2418270,"Starling"
2418450,"Collared Dove"
2418510,"Magpie"
2418540,"Chaffinch"
2418570,"Finch"
2418690,"Finch"
2418780,"Blackbird"
2419140,"Finch"
2419320,"Collared Dove"
2419440,"Starling"
2419860,"Finch"
2419920,"Chaffinch"
2420190,"Collared Dove"
2420310,"Collared Dove"
2420430,"Collared Dove"
2421120,"Magpie"
2421150,"Starling"
2421450,"Magpie"
2421510,"Collared Dove"
2421750,"Starling"
2422350,"Collared Dove"
2422350,"Finch"
2422410,"Magpie"
2422620,"Magpie"
2422770,"Collared Dove"
2422980,"Magpie"
2423130,"Chaffinch"
2423310,"Finch"
2423460,"Starling"
2423550,"Magpie"
2423610,"Finch"
2424120,"Finch"
2424930,"Blackbird"
2425230,"Magpie"
2425350,"Blackbird"
2425350,"Magpie"
2425410,"Collared Dove"
2425620,"Finch"
2425830,"Chaffinch"
2425860,"Blackbird"
2426460,"Finch"
2426640,"Magpie"
2426730,"Blackbird"
2427000,"Chaffinch"
2427390,"Starling"
2427840,"Collared Dove"
2427960,"Starling"
2428020,"Magpie"
2428080,"Chaffinch"
2428320,"Collared Dove"
2428800,"Starling"
2428830,"Blackbird"
2428890,"Chaffinch"
2428920,"Finch"
2429220,"Starling"
2429580,"Chaffinch"
2430150,"Blackbird"
2430270,"Collared Dove"
2430330,"Blackbird"
2430390,"Collared Dove"
2430510,"Chaffinch"
2431050,"Finch"
2431170,"Magpie"
2431320,"Chaffinch"
2431470,"Magpie"
2431560,"Blackbird"
2431620,"Starling"
2431680,"Magpie"
2432490,"Starling"
2432490,"Collared Dove"
2432820,"Magpie"
2433030,"Chaffinch"
2433120,"Chaffinch"
2433510,"Collared Dove"
2433540,"Collared Dove"
2433540,"Magpie"
2433660,"Magpie"
2434050,"Finch"
2434530,"Finch"
2434560,"Finch"
2434620,"Chaffinch"
2435130,"Starling"
2435280,"Blackbird"
2435400,"Starling"
2435580,"Magpie"
2435610,"Starling"
2435730,"Collared Dove"
2435850,"Magpie"
2436090,"Starling"
2436180,"Finch"
2436390,"Starling"
2436510,"Chaffinch"
2436540,"Finch"
2436720,"Finch"
2436750,"Collared Dove"
2436870,"Finch"
2436930,"Chaffinch"
2437500,"Starling"
2437710,"Starling"
2438190,"Starling"
2438220,"Collared Dove"
2438250,"Finch"
2438670,"Collared Dove"
2438700,"Blackbird"
2439840,"Magpie"
2439870,"Starling"
2439960,"Chaffinch"
2439990,"Chaffinch"
2440200,"Collared Dove"
2440470,"Blackbird"
2440740,"Finch"
2440860,"Finch"
2440950,"Finch"
2441280,"Blackbird"
2441460,"Magpie"
2441580,"Starling"
2441820,"Collared Dove"
2441880,"Chaffinch"
2442390,"Blackbird"
2442510,"Blackbird"
2443110,"Chaffinch"
2443230,"Starling"
2443260,"Blackbird"
2443380,"Starling"
2443620,"Magpie"
2443650,"Blackbird"
2443890,"Collared Dove"
2443920,"Starling"
2444130,"Blackbird"
2444220,"Finch"
2445450,"Finch"
2445480,"Blackbird"
2445600,"Finch"
2445780,"Blackbird"
2445870,"Magpie"
2446410,"Blackbird"
2446650,"Chaffinch"
2446680,"Finch"
2446680,"Blackbird"
2446740,"Starling"
2446860,"Blackbird"
2447100,"Collared Dove"
2447160,"Chaffinch"
2447340,"Chaffinch"
2447370,"Magpie"
2447460,"Starling"
2447790,"Chaffinch"
2447820,"Starling"
2448270,"Finch"
2448750,"Chaffinch"
2448840,"Finch"
2448840,"Chaffinch"
2448870,"Finch"
2448930,"Magpie"
2448930,"Starling"
2449020,"Blackbird"
2449230,"Collared Dove"
2449410,"Blackbird"
2450070,"Chaffinch"
2450670,"Collared Dove"
2450790,"Chaffinch"
2451000,"Chaffinch"
2451060,"Finch"
2451210,"Blackbird"
2451330,"Chaffinch"
2451360,"Chaffinch"
2451420,"Collared Dove"
2451600,"Chaffinch"
2452350,"Magpie"
2452620,"Blackbird"
2452680,"Finch"
2452830,"Blackbird"
2453160,"Blackbird"
2453280,"Chaffinch"
2453580,"Starling"
2453580,"Blackbird"
2453760,"Collared Dove"
2454240,"Finch"
2454420,"Chaffinch"
2454540,"Blackbird"
2454660,"Magpie"
2454780,"Finch"
2454990,"Finch"
2455230,"Blackbird"
2455440,"Starling"
2455500,"Magpie"
2455980,"Starling"
2456310,"Blackbird"
2456940,"Chaffinch"
2457000,"Blackbird"
2457030,"Collared Dove"
2457180,"Chaffinch"
2457720,"Finch"
2458110,"Magpie"
2458590,"Magpie"
2458620,"Blackbird"
2458800,"Collared Dove"
2458830,"Starling"
2459160,"Magpie"
2459550,"Finch"
2459880,"Finch"
2460390,"Magpie"
2460600,"Collared Dove"
2460930,"Chaffinch"
2460990,"Blackbird"
2461110,"Blackbird"
2461200,"Finch"
2461440,"Starling"
2461590,"Starling"
2461890,"Starling"
2462220,"Chaffinch"
2462640,"Starling"
2462790,"Starling"
2462790,"Chaffinch"
2463210,"Starling"
2463480,"Chaffinch"
2463930,"Blackbird"
2463960,"Collared Dove"
2463990,"Magpie"
2464230,"Finch"
2464290,"Collared Dove"
2464350,"Chaffinch"
2464560,"Collared Dove"
2464770,"Collared Dove"
2464800,"Chaffinch"
2464830,"Finch"
2464950,"Collared Dove"
2465340,"Chaffinch"
2465370,"Finch"
2465640,"Starling"
2465670,"Collared Dove"
2465670,"Blackbird"
2466030,"Magpie"
2466090,"Blackbird"
2466120,"Finch"
2466360,"Blackbird"
2466480,"Collared Dove"
2466600,"Starling"
2466660,"Finch"
2467020,"Finch"
2467050,"Chaffinch"
2467260,"Chaffinch"
2467680,"Collared Dove"
2467770,"Finch"
2467860,"Chaffinch"
2467890,"Chaffinch"
2468070,"Blackbird"
2468160,"Starling"
2468790,"Finch"
2469150,"Collared Dove"
2469330,"Chaffinch"
2469630,"Finch"
2469690,"Finch"
2469780,"Collared Dove"
2470140,"Magpie"
2470440,"Blackbird"
2470770,"Finch"
2470830,"Starling"
2470860,"Chaffinch"
2471130,"Collared Dove"
2471310,"Starling"
2471310,"Chaffinch"
2471640,"Blackbird"
2471670,"Chaffinch"
2471700,"Magpie"
2471760,"Collared Dove"
2472030,"Finch"
2472270,"Magpie"
2472360,"Starling"
2472420,"Chaffinch"
2472990,"Finch"
2473110,"Starling"
2473470,"Collared Dove"
2473650,"Magpie"
2473680,"Chaffinch"
2473710,"Chaffinch"
2474190,"Collared Dove"
2474490,"Starling"
2474580,"Chaffinch"
2475000,"Finch"
2475510,"Finch"
2476650,"Blackbird"
2476860,"Magpie"
2477220,"Magpie"
2477280,"Blackbird"
2477280,"Collared Dove"
2477520,"Collared Dove"
2477640,"Chaffinch"
2477910,"Finch"
2478600,"Blackbird"
2478900,"Collared Dove"
2479260,"Finch"
2479290,"Magpie"
2479350,"Finch"
2479410,"Magpie"
2479560,"Collared Dove"
2479620,"Starling"
2479950,"Starling"
2479980,"Finch"
2479980,"Chaffinch"
2480100,"Blackbird"
2480250,"Finch"
2480370,"Chaffinch"
2480640,"Starling"
2480880,"Chaffinch"
2481000,"Blackbird"
2481270,"Finch"
2481750,"Blackbird"
2482290,"Starling"
2482290,"Collared Dove"
2482470,"Magpie"
2482620,"Starling"
2482740,"Starling"
2483220,"Collared Dove"
2483280,"Starling"
2483340,"Chaffinch"
2483370,"Collared Dove"
2483430,"Collared Dove"
2483700,"Magpie"
2483910,"Finch"
2484090,"Blackbird"
2484750,"Collared Dove"
2484840,"Magpie"
2485080,"Magpie"
2485110,"Magpie"
2485140,"Collared Dove"
2485530,"Blackbird"
2485560,"Magpie"
2485680,"Finch"
2485830,"Starling"
2485980,"Collared Dove"
2486010,"Chaffinch"
2486460,"Collared Dove"
